视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,3,What kind of songs does the American singer Keshi sing? ,通用知识推理,Calm and soothing.,Serena说自己在学习的时候喜欢听keshi的歌，因为平静舒缓的音乐能让自己更专注于学习，由此可知keshi的音乐是平静舒缓类型的。,模型需要定位Serena说自己学习时喜欢听什么类型音乐的片段，根据片段可推测keshi的音乐风格是平静舒缓的。,,,,,,,,,,
,,,,4,What should you pay attention to in a library with carpets compared to one without? ,通用知识推理,Pay attention to bugs.,视频中Serena说自己在图书馆学习时有一只臭虫进入了她的包里，并说她再也不会踏进有地毯的图书馆了，由此推测地毯中可能存在更多虫子。,模型需要定位Serena提到在图书馆碰到臭虫的片段，根据Serena的话推测有地毯的图书馆可能存在更多虫子。,,,,,,,,,,
,,,,5,How many times does Serena show her weekly schedule in the video? ,多线索推理,Twice.,,模型需要定位Serena展示周计划的片段，根据统计可知她展示了两次。,,,,,,,,,,
4,https://www.youtube.com/watch?v=qYOFs7rU1yI,29:46,vlog - 日常（综合）,1,What damage does slick back cause to hair? ,通用知识推理,Loss of shine and breakage.,视频中Brenda 说自己最近都用鲨鱼夹扎头发而不是扎高马尾，因为自己在养头发，鲨鱼夹可以让头发恢复光泽并且不会断裂，由此可推测扎高马尾会让头发失去光泽并且断裂。,模型需要定位Brenda提到发型的片段，根据片段中她的话可得出结论。,,,,,,,,,,
,,,,2,What does Brenda do after getting her hair done? ,多跳推理,She prepares breakfast for the cat.,,模型需要定位Brenda整理发型的片段，再根据后面的片段分析她做了什么，根据画面可知她在扎好头发后去给小猫准备早饭了。,,,,,,,,,,
,,,,3,When does Brenda usually eat breakfast? ,"多线索推理,多跳推理,人物属性建模",After working out.,,模型需要定位多个片段，根据片段顺序可知Brenda先去健身后吃早饭，因此Brenda习惯在健身后吃早饭。,,,,,,,,,,
,,,,4,What kind of TV shows does Brenda like to watch? ,人物属性建模,True crime documentaries.,,模型需要定位Brenda说自己只要Netflix新上一部真实的犯罪纪录片，自己就会去看，由此推测Brenda很喜欢看真实犯罪记录片。,,,,,,,,,,
,,,,5,What brand is PE science? ,通用知识推理,A sports supplement brand.,视频中Brenda介绍了PE science新出的蛋白粉，并说自己很喜欢PE science的运动前产品、肌酸或蛋白粉产品，由此可知PE science是一个运动补品的牌子。,模型需要定位Brenda介绍PE science的片段，根据片段中介绍的产品以及Brenda自己喜欢的PE science的产品可知PE science是一个运动补品的牌子。,,,,,,,,,,
5,https://www.youtube.com/watch?v=cVwe5gLMRwc,32:23,vlog - 工作,1,What APP can I use to exercise at home? ,通用知识推理,Samy Clark's APP.,视频中Lauren分享了自己的锻炼APP，她介绍了Samy clark的APP，在这个APP中有每周锻炼计划、食谱、普拉提、力量训练等内容，由此可知Samy clark的APP可以在在家中锻炼时使用。,模型需要定位Lauren介绍Samy clark的APP的片段，根据她的介绍我们可知Samy clark的APP适合在家中锻炼时使用。,,,,,,,,,,
,,,,2,What are the benefits of Golab Beauty Strengthening Scalp Massage Oil? ,通用知识推理,Promotes hair growth.,视频中Lauren说最近自己在担心头发变少的问题，因此她买了Golab beauty强化头皮按摩油，由此可推测Golab beauty强化头皮按摩油有促进头发生长的功效。,模型需要定位Lauren护理头发的片段，根据片段内容可推测Golab beauty强化头皮按摩油有促进头发生长的功效。,,,,,,,,,,
,,,,3,How does Lauren store excess fruit? ,人物属性建模,Cut it up and put it in the fridge.,,模型需要定位视频开头的片段，片段中Lauren将多余的苹果切块装袋后放入了冰箱，由此可知Lauren习惯将多余的水果切块放冰箱保存。,,,,,,,,,,
,,,,4,How did Lauren get to the company? ,多跳推理,By car.,,模型需要定位Lauren说自己要去上班的片段，再根据之后的片段分析她是如何去公司的，根据画面可知Lauren是开车上班的。,,,,,,,,,,
,,,,5,Is Lauren single? ,人物属性建模,No.,,模型需要定位多个片段，比如一个片段中Lauren在打电话，画面上的字显示“wedding planing call”，还有Lauren提到Christian是自己的未婚夫的片段，根据这些片段可知Lauren要结婚了，不是单身。,,,,,,,,,,
6,https://www.youtube.com/watch?v=XlRsyM0q6KU,21:36,vlog - 旅行,1,What's the relationship between Jackie and Lauren?,人物属性建模,They're friends.,,模型需定位到Lauren名字出现的位置，然后追踪Jackie和Lauren在此前后的互动行为，由此判断二者之间关系为朋友。,,,,,,,,,,
,,,,2,Where is Jackie from?,"多线索推理,人物属性建模",Canada.,,模型可定位到Jackie提到他们从多伦多机场出发，由此可初步判断Jackie是加拿大人，又从后面他们返程时提到返回加拿大，可知Jackie是加拿大人。,,,,,,,,,,
,,,,3,Are coastal areas in Mexico prone to mosquitoes?,通用知识推理,Yes.,墨西哥的沿海地区普遍容易有蚊虫，尤其是热带和亚热带沿海地带。,模型可定位到视频中Jackie提到被蚊虫咬的地方，并且在之后又被咬了，可知墨西哥沿海地带蚊虫多。,,,,,,,,,,
,,,,4,"What can you buy in Tumul's street store ""MATCHA MAMA""?","多模态/多语言推理,通用知识推理",Coffee and ice cream.,墨西哥的Tumul有一家叫做MATCHA MAMA的街头商店，在这里游客可以买到咖啡和冰淇淋,博主来到墨西哥的Tumul旅行，她和朋友坐在秋千上时，旁边一家店上挂着MATCHA MAMA的牌子，视频下方的画面也写着MATCHA MAMA，可知这家店名就是MATCHA MAMA，随后博主从这家店里买了咖啡喝水果冰淇淋出来，因此这家店是一家主卖咖啡和冰淇淋的店,,,,,,,,,,
,,,,5,What's the function of those signs with jaguar in Mexico?,通用知识推理,Warning about frequent wild cats in the area.,墨西哥路边会有黄色警示标志，上面是一只类似jaguar的动物，意思是为了提醒人们有野生猫在附近可能会出没。,模型可定位到Jackie提到 jaguar crossing signs的地方，再追踪到后面Jackie解释自己从Google查到该标识的意思是有wild cats出没的意思。,,,,,,,,,,
7,https://www.youtube.com/watch?v=xnp4d_MY78w,24:01,vlog - 日常（综合）,1,Is State Library Victoria crowded at noon on weekends?,"多线索推理,通用知识推理",No.,从俯视角度看的更清楚，不管是一楼自习的，还是其他楼层来回穿梭的，空座位很多，门口人流很少，这个大型图书馆周末也不是太热闹。,定位到博主参观维多利亚图书馆的片段，字幕显示时间已经接近正午，之前博主也说了她来墨尔本度过周末时间，仔细观察整个图书馆的情况，没几个人。,,,,,,,,,,
,,,,2,Can I ride a bike near Her Majesty's Theatre?,通用知识推理,Yes.,即使门口不是自行车道，附近也一定有，所以你可以骑自行车在该剧院附近溜达。,定位到博主准备去看《汉密尔顿》的片段，她在剧院门口等待时，有拍到剧院门口的基本情况。注意看屏幕右侧的城市标识，有一个是自行车标识，上面写着LANE，剧院门口就是自行车道。,,,,,,,,,,
,,,,3,Does Christie like to wear all kinds of gold jewelry or not?,人物属性建模,Yes,,更多个片段可以看清博主身上佩戴的各种首饰，比如她直面镜头的部分，对着镜子自拍的部分。可以看到她手上经常戴着三个戒指，一条项链，两侧耳环也不一样，基本上都是金银类的首饰。,,,,,,,,,,
,,,,4,Is Christie a wasteful person or a person who values things?,人物属性建模,She values things.,,看完《汉密尔顿》回酒店又是一顿输出，她说她把摄影机固定在retainer case上，这个东西从14岁就跟着她了，多少有些念旧，也比较珍爱自己的物品。,,,,,,,,,,
,,,,5,What color is the Hamilton T-shirt that Christie bought?,多模态/多语言推理,Black.,,博主回到酒店开始分享观看《汉密尔顿》的感受，中途提到了她买了该演出的T-shit，但是过了一会儿才拿出来展示给大家看，衣服是黑色的，图案是金色的。,,,,,,,,,,
,,,,6,Where did Christie go to read after eating ramen?,多跳推理,Emporium.,,定位到博主在一家日本饭店吃ramen的片段，接下来就没有说话了，下一个行程是去Emporium看书。,,,,,,,,,,
8,https://www.youtube.com/watch?v=zjdIvHO6m44,24:11,vlog - 运动,1,What is the relationship between Paige and Tommy?,"人物属性建模,多模态/多语言推理",They are lovers.,,模型需要根据视频中出现的“PAIGE POV”确认Paige，然后根据视频中她和Tommy亲密的动作，确认他们两个是恋人。,,,,,,,,,,
,,,,2,What could Paige's profession be?,"多线索推理,人物属性建模",A fashion influencer.,,"Paige在 Vlog 中多次展示服装和鞋品牌（如 Goldberg、Helsa Studios、Reformation），提到收到品牌 PR 包，并详细描述搭配,并且提到高端设计师品牌与自己的品牌有合作，故可以推断出他的职业是Fashion influencer。",,,,,,,,,,
,,,,3,Why do people from east coast of Florida may feel exhausted after skiing in the Legendary Back Bowls?,"多线索推理,通用知识推理",Due to a lack of oxygen.,在视频开头滑雪场前有标志着 the Legendary Back Bowls的牌子，可推断出这个滑雪场的名字就是 the Legendary Back Bowls，Tommy滑完雪后说自己很累，一直强调这里的海拔太高了，不适合他这个来自佛罗里达东海岸的男孩，佛罗里达海拔较低，氧气较充足，这里重点强调海拔而不是运动强度，故可以判断来自佛罗里达东海岸的人在 the Legendary Back Bowls滑雪后有疲惫感是缺氧导致的。,模型需要首先判断出滑雪场的名字是 the Legendary Back Bowls，再根据Tommy提及的背景（佛罗里达）和高海拔疲惫的抱怨，判断出是地理差异而不是运动强度造成的身体疲惫反应。,,,,,,,,,,
,,,,4,What's the reason why skiing veterans don't like teaching beginner skiers?,"多线索推理,通用知识推理",They have a different perception of slope difficulty compared to beginners.,根据Pagie的说法她从小就开始学滑雪，在滑雪学院接受职业训练（可以推断她滑雪技术娴熟），是一个滑雪老手，她说自己不喜欢教初学者，因为她无法意识到对初学者来说她的滑雪坡度这是多么的陡峭，故可以判断滑雪老手与初学者在坡度上的认知差异，导致他们不喜欢指导初学者。,模型要根据Pagiede的话去进行判断，她是一个技术娴熟的滑雪者，不喜欢指导初学者的原因是她与他们在滑雪坡度上的感知存在差异，她认为比较缓的坡度在初学者眼中可能比较陡峭，故可推断出判断滑雪老手与初学者在坡度上的认知差异，导致他们不喜欢指导初学者。,,,,,,,,,,
,,,,5,Is Tommy good at skiing?,"多线索推理,人物属性建模",No,,根据Tommy的回答这是他第二次滑雪（滑雪次数少）和在滑雪的时候摔倒了两次，有一次还很严重，Pagie在教他时称自己不喜欢教初学者，可以判断Tommy并不擅长滑雪。,,,,,,,,,,
9,https://www.youtube.com/watch?v=RpHpPmKxmTA,23:04,vlog - 旅行,1,What health problems may tourists face when they first arrive in Sarajevo？,"多线索推理,通用知识推理",Food poisoning.,根据Janica 的陈述，他和她男朋友都不舒服，在自己不舒服的表述时细节性的说明了是频繁上厕所，而且补充了萨拉热窝的食品卫生不是很好，因此可推断像Janica这样的游客来到萨拉热窝时可能会面对食物中毒引起健康问题。,模型需要根据Janica 的话，她和男朋友身体都不舒服，她频繁上厕所和萨拉热窝食品卫生不太好的陈述的信息，推断它们之间的因果关系。,,,,,,,,,,
,,,,2,Does Janica like cats?,"多线索推理,人物属性建模",Yes.,,volg中出现了两段猫的片段，一段是特写，另一段是Janica和猫的玩耍，在vlog中她对猫的态度和称呼都很友好，故可以判断出她是喜欢猫的。,,,,,,,,,,
,,,,3,What is the Latin Bridge famous for?,"多线索推理,通用知识推理",The 1914 assassination that triggered World War I.,"Janica 说拉丁桥是一座很著名的桥（从视频来看，这是座普通石桥），然后递进道奥匈帝国的接班人在旁边被刺杀，由此引发了第一次世界大战，故而可以推出拉丁桥之所以出名是因1914年发生在旁边的刺杀事件引发了第一次世界大战。

",模型需要根据Janica对发生在桥边上的刺杀事件和桥的陈述，去推断拉丁桥为什么著名，将历史事件的和拉丁桥的著名的原因联系起来。,,,,,,,,,,
,,,,4,Does Janica usually prefer meat or vegetarian food?,"人物属性建模,多模态/多语言推理",Vegetarian food.,,"根据音频和视频的内容，Janica点的食物一直是芝士、素食类，而且还着重介绍了自己点的全素食品，故而判断平时她的饮食习惯偏素。
",,,,,,,,,,
,,,,5,Is the apartment Janica stayed in privately rented or hotel-managed?,多线索推理,Privately rented.,,Janica描述公寓为“一个房间”“没什么特别的”，有床、椅子、桌子、镜子和私人浴室，但“没有空调”“冰箱不能用”，这些问题更常见于私人出租而非标准化的酒店。另外，她说“我们现在联系了店主”，而不是前台或管理处，暗示他们与房东直接沟通，这符合私人出租的模式。,,,,,,,,,,
10,https://www.youtube.com/watch?v=uwVI6zCzctI,22:46,vlog - 旅行,1,How many stops are there on the Victoria Line in London?,通用知识推理,Twelve.,有的站点名字写成两行，数前面的小圆点会更准确，一共12个圆点，第一站Victoria，最后一站Walthamstow centrel，总共12个站点。,博主落地伦敦后，乘坐轨道交通前往下一个目的地，窗外可以看见其他火车，然后镜头一转回到车内，博主拍到了车身内侧的站点图示：Victoria line Nothrbound platform 3，下面就是一堆站点的名字。,,,,,,,,,,
,,,,2,Are there any share bikes on Marylebone High Street?,通用知识推理,Yes.,城市里整齐排列且一模一样的自行车应该是共享单车，这条街不仅有共享自行车，而且还不止一种。,定位到博主和友人劳拉来到Marylebone High Street的片段，镜头扫过街面，有一排自行车在街对面，其中有两种车数量较多，一种是浅绿色的，一种是蓝色的。,,,,,,,,,,
,,,,3,Is the staircase at Daunt Books narrow or wide?,通用知识推理,Narrow.,博主和朋友只能一前一后才能上楼梯，这家店的楼梯不是一般的窄，而且二楼的走廊看上去也紧紧巴巴的，书店面积紧张，楼梯建不了太宽。,定位到博主逛Daunt书店的片段，有她俩爬楼梯的镜头，也能看到其他人看书所在空间的大小。,,,,,,,,,,
,,,,4,Are Taylor and Laura both happy people?,人物属性建模,Yes.,,她俩应该是老朋友了，一见面就笑，去任何景点都笑，随便说句话就笑，也很会开玩笑，“玫瑰花园没有玫瑰呀！”。快结尾的时候她俩喝饮料还同时说出同一句台词，差点儿啵嘴，默契十足，十分快乐。,,,,,,,,,,
,,,,5,Does Taylor hate candy?,人物属性建模,No.,,定位到她俩买糖果的片段，泰勒倒是没说自己爱不爱吃糖，但是她尝了一块之后，提到了自己小时候可是没少吃这种糖，看表情也知道她爱吃的。,,,,,,,,,,
,,,,6,How many scarves did Taylor use on this trip in this video?,"多线索推理,多模态/多语言推理",Three.,,需要从头看到尾，泰勒围过三条围巾，一条彩色的，一条蓝白相间的，还有一条纯蓝色的。,,,,,,,,,,
,,,,7,What did Tyler and Laura do after taking photos in Notting Hill?,多跳推理,Buying British candy.,,两个人在Notting Hill参观了知名书店、买了咖啡并在街边各种拍照，然后劳拉就带她去买当地特色糖果了。,,,,,,,,,,
11,https://www.youtube.com/watch?v=Egzd7PsmNTo,25:55,纪录片 - 人文,1,Are there only British people in British Royal Mail ship?,"多模态/多语言推理,通用知识推理",No.,通过观察视频中这只轮船拍摄到的来往人群可以看到不止英国人，还有一些亚洲人口和其他国家的人，另外，在米娅宣读比赛结果播报时，视频介绍这一举措令英国的游客很满意，说明这艘轮船上有其他国家的人员。,模型需定位到拍摄轮船上人口的片段，以及米娅播报板球锦标赛结果的片段，通过观察人口的面部特征，以及视频中介绍英国旅客很欣赏有锦标赛播报的环节都可以推测出，这艘轮船上不止有英国旅客。,,,,,,,,,,
,,,,2,Is St. Helena island easy to moor the ship or difficult?,通用知识推理,Difficult.,视频中当船只靠近岛屿时，介绍了这座岛屿的情况，悬崖陡峭，只有几个地方可以安全停靠。由此可知St Helena岛屿很难停船。,模型需定位到皇家邮轮接近岛屿的片段，该片段介绍了岛屿的外貌以及又很少的地方可以安全停靠船只，由此可知，这座岛屿很难停船。,,,,,,,,,,
,,,,3,Is Miya a hard-working person or careless one?,"多线索推理,人物属性建模",Hard-working.,,模型需定位到miya的任务时保持海上航行的路线以及播报锦标赛结果等工作的片段，她在工作时十分安静，通过观察她工作时很专注，并且有条不紊，由此可知她是一个工作努力的人。,,,,,,,,,,
,,,,4,Is Mike a person who likes loneliness or a lively person?,人物属性建模,He likes oneliness.,,模型需定位到迈克是岛屿上经营广播站的人员的片段，视频中介绍到他对岛屿修建机场让更多的人来参观持有保留态度，他认为孤独是一种常态，而游客的到来会让这种状态消失，可以看出他是一个喜欢孤独的人。,,,,,,,,,,
,,,,5,What color hat does Miya wear when she works as a security guard? ,多模态/多语言推理,Pink.,,模型需定位到介绍米娅作为安保人员上任第一天的片段，片段中米亚等三人都带着安全帽，通过观察可知米娅戴的是粉色的。,,,,,,,,,,
12,https://www.youtube.com/watch?v=fENEz7MbLV8,20:22,vlog - 烹饪,1,Is Quenlin outgoing?,人物属性建模,Yes.,,从整个视频来看，她总是开玩笑，爱笑可以看出她是一个开朗的女生。,,,,,,,,,,
,,,,2,What is the relationship between Quenlin and Katie?,"人物属性建模,多模态/多语言推理",Friend.,,视频中凯蒂和Quenlin一起做饭，开玩笑，相处得很融洽可以看出他们是朋友关系。,,,,,,,,,,
,,,,3,Why Katie cried?,"多线索推理,多模态/多语言推理",Her eyes were smoked with onions.,,视频里可以看到凯蒂眼睛流泪了，Quenlin开玩笑的问为什么她哭了，画面转到洋葱再结合她切洋葱的画面看出，她被洋葱熏哭了。,,,,,,,,,,
,,,,4,Can people put the hot pot directly on the marble?,"多线索推理,通用知识推理",No.,视频定位到油炸的片段，由于凯蒂害怕油炸，在热油沸腾时她把锅拿起来放在了大理石灶台上面，Quenlin提醒她不要那样做，凯蒂说这就是为什么她很穷的原因，由此推测出热锅可能会对大理石造成损坏进而造成损失。,视频定位到油炸的片段，由于凯蒂在油热的时候不小心滴了水，在热油沸腾时她把锅拿起来放在了大理石灶台上面，Quenlin提醒她不要那样做，凯蒂开玩笑的回答到这就是为什么她很穷的原因。,,,,,,,,,,
,,,,5,Why do people need to dry the vinegar before frying?,通用知识推理,Vinegar will make the oil spill out.,在第二次尝试炸鸡胸肉的时候，油溅出来了，Quenlin 帮凯蒂拿出来用厨房用纸把上面的醋吸干，因为凯蒂说鸡胸肉上面放了醋。由此推理出不仅水会让油溅出来，醋也会在油炸时候使油溅出来。,视频定位到在第二次尝试炸鸡胸肉的时候，油溅出来了，Quenlin 帮凯蒂拿出来用厨房用纸把上面的醋吸干，因为凯蒂说鸡胸肉上面放了醋。,,,,,,,,,,
13,https://www.youtube.com/watch?v=B1nYt0PIxNU,40:10,vlog - 旅行,1,Is Brogan and Benji's home just one level?,人物属性建模,No.,,开场是两个人介绍打包行李的片段，他俩出门之前能看见屋子里的楼梯，他们的家是个楼房。,,,,,,,,,,
,,,,2,What color is Benji's body hair?,人物属性建模,Yellow.,,Benji的头发、胡子，开车时发光的胳膊汗毛，全都是黄色的，体毛挺重。,,,,,,,,,,
,,,,3,Is the entrance to Travelodge locked by password or by card?,通用知识推理,Card.,可能是出于隐私考虑，博主没拍摄开门的过程，从酒店门上的提示信息可以知道开车的房客出入酒店得刷卡，不是密码锁。,Benji到达Travelodge门口的时候在摆弄门禁，但是具体怎么开的没拍到。但是入口的门上写了：请插入key card。,,,,,,,,,,
,,,,4,Is Travelodge accessible to people with disabilities?,通用知识推理,Yes.,虽然从门外看不出这家酒店是不是对残疾人友好，但是有显眼的标识表明了酒店接待残疾人的态度，里面应该配备了相应设施。,还是Travelodge的入口处，蓝色标牌被Benji挡住了一部分，但是能看到welcome字样，以及轮椅图案，这家酒店为身体不便的人准备了相应设施。,,,,,,,,,,
,,,,5,Where did Borgan and Benji stop before arriving at the Travelodge?,多跳推理,Shepperton.,,在Shepperton停靠的时候，Borgan顺便插入了一段广告，然后换成她开车，接着两人到达Travelodge。,,,,,,,,,,
,,,,6,Is the main color of the Lockhouse red or yellow?,"多线索推理,通用知识推理",Yellow.,店铺外墙是黄的、logo是黄的、宣传册是黄的，这家店就是黄色为主的。,定位到Borgan和Benji去玩密室的片段，从进门到结束都要观察，包括门店装潢、前台布置和包装袋等等。,,,,,,,,,,
,,,,7,Does the Cambridge University official merchandise only sell souvenirs related to Cambridge?,"多模态/多语言推理,通用知识推理",No.,听觉、视觉均可确定这家店不只卖关于剑桥本地的纪念品，博主也说了对游客来说，这么卖其实挺与人方便的。,博主进入这家店就瞄准了一墙的pins，眼尖的她发现了一个关于伦敦的小东西，她老公还吐槽来着：这里离伦敦也没多远。,,,,,,,,,,
,,,,8,Is it difficult for Chinese people to order food at Cambridge Chophouse?,"多模态/多语言推理,通用知识推理",No.,虽然并没给说中文的人准备纸质的菜单，但提供了中文的应用程序，说汉语的人在这里点菜完全没问题。,博主和老公坐下之后说了准备瞧瞧菜单，过了一会儿开始仔细看菜单上的菜品。可以看到每道菜都是英文，但是菜单右上角有二维码，明确写着扫码查看中文菜单。,,,,,,,,,,
,,,,9,How many short-sleeved shirts does Benji wear in this video?,多线索推理,Four.,,是短袖不是长袖，Benji基本一天换一件，一共四件不同的短袖上衣。,,,,,,,,,,
,,,,10,Does Benji know little about history?,人物属性建模,No.,,Borgan评价自己老公喜欢历史，但没说他厉不厉害。结合Benji对The RFA Bar，对博物馆里的动物等问题滔滔不绝可以看出，他不只喜欢，他的知识储备也不弱。,,,,,,,,,,
14,https://www.youtube.com/watch?v=LjfAYCn-UlI,22:58,vlog - 特殊事件,1,"According to Lucy's habits, what is the first thing she does when she gets up in the morning?",人物属性建模,Playing with Dogs.,,模型需定位Lucy早起后在床上抱着冲宠物亲亲并玩耍的片段，由此可推测，Lucy早起后的第一件事应该是和狗狗玩耍。,,,,,,,,,,
,,,,2,Is Lucy independent?,"多线索推理,人物属性建模",Yes.,,模型需定位多个片段，包括Lucy一个人做早餐，准备食材等片段，并没有他人的帮助，以及作为vlogger自己拍摄自己剪辑，这都体现了Lucy是一个独立的人。,,,,,,,,,,
,,,,3,What are some of the things people will be concerned about before Thanksgiving besides ingredients?,"多线索推理,通用知识推理",Tidiness of yourself and the appearance of pets around you.,根据lucy所说带自己的宠物去做个宠物美容可以看出，在感恩节期间大家很注重外表的整洁，不单单是自身还包括宠物等。,模型需定位Lucy在叙述自己对于感恩节的计划的片段，包括找朋友商量品牌logo以及带狗狗做宠物美容等，由此可推断大家通常会对自身的外表比较重视，希望在感恩节期间可以保持良好的外观。,,,,,,,,,,
,,,,4,Do Youtube vloggers usually have their brands?,通用知识推理,Baically yes.,根据Lucy所叙述的要去找自己的创意总监商量自己的品牌logo可知Lucy是拥有属于自己的品牌的，而她相当于小有名气的博主，由此推测小有名气的博主通常会推出自己的品牌以扩大知名度，增加收入等等,模型需定位Lucy在叙述自己找创意总监商量pinpailogo的片段，同时根据客观性事实，Lucy是一名小有名气的博主，我们可以推测一般博主小有名气或者粉丝人数较多的情况下很有可能推出自己的品牌，以扩大知名度并增加收入。,,,,,,,,,,
,,,,5,Does Lucy love animals?,人物属性建模,There's a good chance she's an animal lover.,,模型需定位多个片段，包括她早上起来先和狗狗玩耍，未狗狗预约宠物美容等，这都体现了她对于狗狗的喜爱程度很高，也可以推测她喜欢小动物。,,,,,,,,,,
15,https://www.youtube.com/watch?v=H42zWaD4A4s,20:51,探索 - 参观,1,Where should you go if you want to see where some gang leaders are being held?,通用知识推理,Prison CECOT.,根据视频中介绍的CECOT监狱关押着很多重刑犯，是美国最穷凶极恶的犯人，而帮派领头人也属于这类犯人，因此他们大概率被关押在CECOT监狱,模型需定位vlogger介绍该监狱的片段，他简述该监狱关押着许多重刑犯以及帮派领导者，由此可得出如果想知道帮派领导人被关押在何处，大概率是在CECOT监狱,,,,,,,,,,
