"filename", "language", "JSON", "CSV", "JSON Lines", "Python", "Markdown", "pip requirements", "Shell Script", "YAML", "comment", "blank", "total"
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_1.json", "JSON", 4428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4428
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_1_refined.json", "JSON", 4528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4528
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_2.csv", "CSV", 0, 538, 0, 0, 0, 0, 0, 0, 0, 0, 538
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_2.json", "JSON", 4540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4540
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_2_refined.json", "JSON", 4640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4640
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_3.csv", "CSV", 0, 542, 0, 0, 0, 0, 0, 0, 0, 0, 542
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_3.json", "JSON", 4582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4582
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_3_refined.json", "JSON", 4682, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4682
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_4.csv", "CSV", 0, 381, 0, 0, 0, 0, 0, 0, 0, 0, 381
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_4.json", "JSON", 4570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4570
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_4_refined.json", "JSON", 4570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4570
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_5.csv", "CSV", 0, 564, 0, 0, 0, 0, 0, 0, 0, 3, 567
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_5.json", "JSON", 4652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4652
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_5_refined.json", "JSON", 4752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4752
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_6.csv", "CSV", 0, 549, 0, 0, 0, 0, 0, 0, 0, 1, 550
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_6.json", "JSON", 4526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4526
"/Users/bytedance/Documents/code/mmagent/data/annotations/raw/ZZ_6_refined.json", "JSON", 4626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4626
"/Users/bytedance/Documents/code/mmagent/data/annotations/small_test.json", "JSON", 4630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4630
"/Users/bytedance/Documents/code/mmagent/data/annotations/small_test.jsonl", "JSON Lines", 0, 0, 504, 0, 0, 0, 0, 0, 0, 1, 505
"/Users/bytedance/Documents/code/mmagent/data/annotations/small_test_hard.jsonl", "JSON Lines", 0, 0, 340, 0, 0, 0, 0, 0, 0, 1, 341
"/Users/bytedance/Documents/code/mmagent/data/annotations/small_test_qwen.jsonl", "JSON Lines", 0, 0, 504, 0, 0, 0, 0, 0, 0, 1, 505
"/Users/bytedance/Documents/code/mmagent/data/annotations/small_train.json", "JSON", 26588, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26588
"/Users/bytedance/Documents/code/mmagent/data/annotations/small_train.jsonl", "JSON Lines", 0, 0, 2918, 0, 0, 0, 0, 0, 0, 1, 2919
"/Users/bytedance/Documents/code/mmagent/data/annotations/train_500.json", "JSON", 23709, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23709
"/Users/bytedance/Documents/code/mmagent/data/annotations/train_500.jsonl", "JSON Lines", 0, 0, 2601, 0, 0, 0, 0, 0, 0, 1, 2602
"/Users/bytedance/Documents/code/mmagent/data_preparation/generate_memory.py", "Python", 0, 0, 0, 163, 0, 0, 0, 0, 11, 35, 209
"/Users/bytedance/Documents/code/mmagent/data_preparation/generate_memory_qwen.py", "Python", 0, 0, 0, 181, 0, 0, 0, 0, 35, 47, 263
"/Users/bytedance/Documents/code/mmagent/data_preparation/generate_memory_qwen.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 12, 0, 3, 4, 19
"/Users/bytedance/Documents/code/mmagent/data_preparation/generate_qa.py", "Python", 0, 0, 0, 79, 0, 0, 0, 0, 8, 13, 100
"/Users/bytedance/Documents/code/mmagent/data_preparation/prepare_action_gen_sft_data.py", "Python", 0, 0, 0, 54, 0, 0, 0, 0, 8, 12, 74
"/Users/bytedance/Documents/code/mmagent/data_preparation/prepare_memory_gen_sft_data.py", "Python", 0, 0, 0, 438, 0, 0, 0, 0, 9, 67, 514
"/Users/bytedance/Documents/code/mmagent/data_preparation/preprocess_inputs.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 9, 0, 1, 2, 12
"/Users/bytedance/Documents/code/mmagent/data_preparation/video_preprocessing.py", "Python", 0, 0, 0, 58, 0, 0, 0, 0, 27, 21, 106
"/Users/bytedance/Documents/code/mmagent/demo.ipynb", "JSON", 239, 0, 0, 0, 0, 0, 0, 0, 0, 1, 240
"/Users/bytedance/Documents/code/mmagent/download_videos.ipynb", "JSON", 690, 0, 0, 0, 0, 0, 0, 0, 0, 1, 691
"/Users/bytedance/Documents/code/mmagent/evaluation/agent_mem_gen_evaluate.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 9, 0, 2, 3, 14
"/Users/bytedance/Documents/code/mmagent/evaluation/agent_qa_evaluate.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 4, 0, 3, 4, 11
"/Users/bytedance/Documents/code/mmagent/evaluation/baseline_memory_evaluation.py", "Python", 0, 0, 0, 111, 0, 0, 0, 0, 0, 25, 136
"/Users/bytedance/Documents/code/mmagent/evaluation/distribution_comparison.py", "Python", 0, 0, 0, 124, 0, 0, 0, 0, 10, 32, 166
"/Users/bytedance/Documents/code/mmagent/evaluation/mem_gen_sft_evaluate.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 23, 0, 4, 4, 31
"/Users/bytedance/Documents/code/mmagent/evaluation/mem_gen_sft_evaluation.py", "Python", 0, 0, 0, 155, 0, 0, 0, 0, 6, 36, 197
"/Users/bytedance/Documents/code/mmagent/evaluation/memory_comparison.py", "Python", 0, 0, 0, 25, 0, 0, 0, 0, 0, 7, 32
"/Users/bytedance/Documents/code/mmagent/evaluation/memory_evaluation.py", "Python", 0, 0, 0, 151, 0, 0, 0, 0, 0, 32, 183
"/Users/bytedance/Documents/code/mmagent/evaluation/qa.py", "Python", 0, 0, 0, 210, 0, 0, 0, 0, 38, 27, 275
"/Users/bytedance/Documents/code/mmagent/mmagent/__init__.py", "Python", 0, 0, 0, 47, 0, 0, 0, 0, 3, 5, 55
"/Users/bytedance/Documents/code/mmagent/mmagent/face_processing.py", "Python", 0, 0, 0, 178, 0, 0, 0, 0, 6, 35, 219
"/Users/bytedance/Documents/code/mmagent/mmagent/idl/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/bytedance/Documents/code/mmagent/mmagent/memory_processing.py", "Python", 0, 0, 0, 259, 0, 0, 0, 0, 50, 57, 366
"/Users/bytedance/Documents/code/mmagent/mmagent/memory_processing_qwen.py", "Python", 0, 0, 0, 266, 0, 0, 0, 0, 50, 57, 373
"/Users/bytedance/Documents/code/mmagent/mmagent/prompts.py", "Python", 0, 0, 0, 863, 0, 0, 0, 0, 6, 310, 1179
"/Users/bytedance/Documents/code/mmagent/mmagent/retrieve.py", "Python", 0, 0, 0, 308, 0, 0, 0, 0, 20, 51, 379
"/Users/bytedance/Documents/code/mmagent/mmagent/utils/__init__.py", "Python", 0, 0, 0, 21, 0, 0, 0, 0, 0, 2, 23
"/Users/bytedance/Documents/code/mmagent/mmagent/utils/bin.py", "Python", 0, 0, 0, 213, 0, 0, 0, 0, 32, 27, 272
"/Users/bytedance/Documents/code/mmagent/mmagent/utils/chat_api.py", "Python", 0, 0, 0, 266, 0, 0, 0, 0, 9, 57, 332
"/Users/bytedance/Documents/code/mmagent/mmagent/utils/chat_qwen.py", "Python", 0, 0, 0, 175, 0, 0, 0, 0, 6, 29, 210
"/Users/bytedance/Documents/code/mmagent/mmagent/utils/general.py", "Python", 0, 0, 0, 228, 0, 0, 0, 0, 48, 61, 337
"/Users/bytedance/Documents/code/mmagent/mmagent/utils/tos.py", "Python", 0, 0, 0, 90, 0, 0, 0, 0, 5, 13, 108
"/Users/bytedance/Documents/code/mmagent/mmagent/utils/video_processing.py", "Python", 0, 0, 0, 246, 0, 0, 0, 0, 37, 62, 345
"/Users/bytedance/Documents/code/mmagent/mmagent/utils/video_verification.py", "Python", 0, 0, 0, 69, 0, 0, 0, 0, 0, 16, 85
"/Users/bytedance/Documents/code/mmagent/mmagent/videograph.py", "Python", 0, 0, 0, 493, 0, 0, 0, 0, 107, 155, 755
"/Users/bytedance/Documents/code/mmagent/mmagent/voice_processing.py", "Python", 0, 0, 0, 213, 0, 0, 0, 0, 54, 73, 340
"/Users/bytedance/Documents/code/mmagent/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 12, 0, 0, 1, 1, 14
"/Users/bytedance/Documents/code/mmagent/result_analysis.ipynb", "JSON", 726, 0, 0, 0, 0, 0, 0, 0, 0, 1, 727
"/Users/bytedance/Documents/code/mmagent/setup.py", "Python", 0, 0, 0, 28, 0, 0, 0, 0, 1, 5, 34
"/Users/bytedance/Documents/code/mmagent/setup.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 31, 0, 6, 4, 41
"/Users/bytedance/Documents/code/mmagent/training/bootstrap.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 35, 0, 1, 7, 43
"/Users/bytedance/Documents/code/mmagent/training/configs/memory_config.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/Users/bytedance/Documents/code/mmagent/training/configs/processing_config.json", "JSON", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
"/Users/bytedance/Documents/code/mmagent/training/deepspeed_config/deepspeed_zero2.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 21
"/Users/bytedance/Documents/code/mmagent/training/deepspeed_config/deepspeed_zero3.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 22
"/Users/bytedance/Documents/code/mmagent/training/eval_agent.py", "Python", 0, 0, 0, 127, 0, 0, 0, 0, 2, 9, 138
"/Users/bytedance/Documents/code/mmagent/training/gpt_eval.py", "Python", 0, 0, 0, 49, 0, 0, 0, 0, 80, 6, 135
"/Users/bytedance/Documents/code/mmagent/training/grpo_omni_llm.py", "Python", 0, 0, 0, 254, 0, 0, 0, 0, 15, 10, 279
"/Users/bytedance/Documents/code/mmagent/training/grpo_trainer.py", "Python", 0, 0, 0, 811, 0, 0, 0, 0, 214, 140, 1165
"/Users/bytedance/Documents/code/mmagent/training/inference.py", "Python", 0, 0, 0, 29, 0, 0, 0, 0, 15, 8, 52
"/Users/bytedance/Documents/code/mmagent/training/inference_qwen3.py", "Python", 0, 0, 0, 106, 0, 0, 0, 0, 6, 15, 127
"/Users/bytedance/Documents/code/mmagent/training/modeling_qwen2_5_omni.py", "Python", 0, 0, 0, 3948, 0, 0, 0, 0, 228, 720, 4896
"/Users/bytedance/Documents/code/mmagent/training/ppo_omni_llm.py", "Python", 0, 0, 0, 343, 0, 0, 0, 0, 23, 50, 416
"/Users/bytedance/Documents/code/mmagent/training/ppo_omni_llm_bak.py", "Python", 0, 0, 0, 323, 0, 0, 0, 0, 18, 42, 383
"/Users/bytedance/Documents/code/mmagent/training/ppo_trainer.py", "Python", 0, 0, 0, 916, 0, 0, 0, 0, 91, 97, 1104
"/Users/bytedance/Documents/code/mmagent/training/ppo_trainer_bak.py", "Python", 0, 0, 0, 828, 0, 0, 0, 0, 80, 94, 1002
"/Users/bytedance/Documents/code/mmagent/training/prepare_data.py", "Python", 0, 0, 0, 52, 0, 0, 0, 0, 14, 7, 73
"/Users/bytedance/Documents/code/mmagent/training/preprocess_video_audio.py", "Python", 0, 0, 0, 226, 0, 0, 0, 0, 8, 27, 261
"/Users/bytedance/Documents/code/mmagent/training/setup.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 26, 0, 15, 6, 47
"/Users/bytedance/Documents/code/mmagent/training/sft_omni_llm.py", "Python", 0, 0, 0, 92, 0, 0, 0, 0, 25, 19, 136
"/Users/bytedance/Documents/code/mmagent/training/sft_omni_llm_all.py", "Python", 0, 0, 0, 78, 0, 0, 0, 0, 29, 22, 129
"Total", "-", 186539, 5467, 10138, 14006, 62, 12, 149, 43, 1472, 2739, 220627
